time,open,high,low,close,volume
2025-09-11 05:45:00+05:30,113847.0,113870.0,113746.0,113780.0,9092
2025-09-11 06:00:00+05:30,113780.0,113795.0,113625.5,113710.5,14092
2025-09-11 06:15:00+05:30,113711.5,113871.5,113694.5,113845.0,10938
2025-09-11 06:30:00+05:30,113843.0,114016.5,113790.0,114016.5,29210
2025-09-11 06:45:00+05:30,114020.0,114154.0,113911.5,113933.5,36971
2025-09-11 07:00:00+05:30,113932.5,114049.5,113793.0,113864.5,20969
2025-09-11 07:15:00+05:30,113861.0,113919.0,113794.5,113864.0,29595
2025-09-11 07:30:00+05:30,113864.0,113916.5,113781.0,113916.5,20521
2025-09-11 07:45:00+05:30,113910.0,113910.0,113696.0,113696.0,27227
2025-09-11 08:00:00+05:30,113696.0,113916.0,113673.0,113841.5,24219
2025-09-11 08:15:00+05:30,113841.5,113859.0,113783.5,113795.0,8815
2025-09-11 08:30:00+05:30,113785.5,113911.5,113785.5,113911.5,13006
2025-09-11 08:45:00+05:30,113911.5,114147.5,113910.5,114085.5,53592
2025-09-11 09:00:00+05:30,114087.0,114241.0,113995.0,114161.0,59809
2025-09-11 09:15:00+05:30,114161.0,114412.0,114156.0,114366.0,100104
2025-09-11 09:30:00+05:30,114370.0,114371.0,114166.5,114166.5,58040
2025-09-11 09:45:00+05:30,114166.0,114265.5,114086.5,114200.0,41171
2025-09-11 10:00:00+05:30,114200.0,114208.5,114036.5,114162.0,26667
2025-09-11 10:15:00+05:30,114162.0,114162.0,114031.5,114111.5,21048
2025-09-11 10:30:00+05:30,114117.0,114191.5,114051.5,114066.5,26361
2025-09-11 10:45:00+05:30,114066.5,114093.0,113923.5,114076.5,55430
2025-09-11 11:00:00+05:30,114075.5,114301.5,114068.5,114240.0,55150
2025-09-11 11:15:00+05:30,114240.0,114244.5,114210.0,114227.0,18415
2025-09-11 11:30:00+05:30,114218.0,114218.0,114028.0,114125.0,36355
2025-09-11 11:45:00+05:30,114125.0,114233.5,114062.5,114226.5,17610
2025-09-11 12:00:00+05:30,114227.5,114372.0,114217.0,114358.5,54561
2025-09-11 12:15:00+05:30,114358.5,114433.5,114272.0,114291.5,66657
2025-09-11 12:30:00+05:30,114291.5,114291.5,113911.0,114060.5,96531
2025-09-11 12:45:00+05:30,114064.0,114075.0,113961.0,114028.0,32808
2025-09-11 13:00:00+05:30,114028.0,114196.5,113998.5,114175.5,30630
2025-09-11 13:15:00+05:30,114174.5,114192.0,113986.0,114052.0,27361
2025-09-11 13:30:00+05:30,114052.0,114156.0,113928.0,114093.5,27646
2025-09-11 13:45:00+05:30,114093.5,114146.0,114056.0,114126.5,12166
2025-09-11 14:00:00+05:30,114120.0,114172.5,114072.0,114088.0,10973
2025-09-11 14:15:00+05:30,114087.0,114088.0,113988.0,114016.5,13191
2025-09-11 14:30:00+05:30,114016.5,114049.0,113822.0,113876.0,61591
2025-09-11 14:45:00+05:30,113877.0,113993.5,113876.0,113937.5,30936
2025-09-11 15:00:00+05:30,113937.5,113938.5,113812.5,113886.5,20308
