time,open,high,low,close,volume,MA_3,MA_6,MA_9,RSI
2025-09-13 08:45:00+05:30,115887.0,115907.5,115839.5,115849.0,11353,115859.83333333333,115885.41666666667,115866.61111111111,43.52216779389588
2025-09-13 09:00:00+05:30,115849.0,115928.5,115800.5,115889.0,21804,115874.66666666667,115879.08333333333,115858.83333333333,47.837216079092904
2025-09-13 09:15:00+05:30,115889.0,115960.0,115856.0,115926.0,23393,115888.0,115877.83333333333,115871.44444444444,51.77012104619475
2025-09-13 09:30:00+05:30,115926.0,115926.0,115780.0,115814.5,21718,115876.5,115868.16666666667,115882.44444444444,41.01693920580426
2025-09-13 09:45:00+05:30,115814.5,115814.5,115715.5,115716.5,23958,115819.0,115846.83333333333,115859.05555555556,33.88015842222484
2025-09-13 10:00:00+05:30,115715.5,115817.5,115715.5,115775.5,23145,115768.83333333333,115828.41666666667,115841.5,41.010167952319385
2025-09-13 10:15:00+05:30,115775.5,115775.5,115646.5,115661.5,40945,115717.83333333333,115797.16666666667,115818.05555555556,33.061688111779276
2025-09-13 10:30:00+05:30,115662.5,115735.5,115654.0,115685.5,24010,115707.5,115763.25,115800.38888888889,36.07151315449247
2025-09-13 10:45:00+05:30,115686.5,115825.5,115659.5,115752.0,23384,115699.66666666667,115734.25,115785.5,44.106515228932935
2025-09-13 11:00:00+05:30,115752.0,115773.0,115659.5,115722.0,17113,115719.83333333333,115718.83333333333,115771.38888888889,41.3980751431553
2025-09-13 11:15:00+05:30,115723.0,115723.0,115611.5,115669.0,26146,115714.33333333333,115710.91666666667,115746.94444444444,36.79255245732406
2025-09-13 11:30:00+05:30,115669.0,115766.0,115665.0,115670.0,23024,115687.0,115693.33333333333,115718.5,36.94526984478988
2025-09-13 11:45:00+05:30,115663.5,115663.5,115606.0,115651.0,24485,115663.33333333333,115691.58333333333,115700.33333333333,35.08675942680888
2025-09-13 12:00:00+05:30,115651.0,115685.0,115649.0,115681.0,14475,115667.33333333333,115690.83333333333,115696.38888888889,40.53645812015112
2025-09-13 12:15:00+05:30,115681.0,115726.5,115619.0,115708.0,29499,115680.0,115683.5,115688.88888888889,45.304915596339235
2025-09-13 12:30:00+05:30,115708.0,115812.0,115661.5,115801.5,25824,115730.16666666667,115696.75,115704.44444444444,58.577585739583036
2025-09-13 12:45:00+05:30,115801.5,115822.0,115778.0,115778.0,30980,115762.5,115714.91666666667,115714.72222222222,54.7262626526446
2025-09-13 13:00:00+05:30,115778.0,115815.5,115756.5,115756.5,37067,115778.66666666667,115729.33333333333,115715.22222222222,51.17444906062531
2025-09-13 13:15:00+05:30,115757.0,115757.5,115727.0,115727.0,12510,115753.83333333333,115742.0,115715.77777777778,46.40617100005924
2025-09-13 13:30:00+05:30,115727.0,115762.0,115727.0,115748.0,14163,115743.83333333333,115753.16666666667,115724.55555555556,50.216308752072194
2025-09-13 13:45:00+05:30,115748.0,115823.0,115729.0,115823.0,37319,115766.0,115772.33333333333,115741.55555555556,61.4964902130617
2025-09-13 14:00:00+05:30,115823.0,116023.0,115819.5,115942.0,88300,115837.66666666667,115795.75,115773.88888888889,72.78563056290517
2025-09-13 14:15:00+05:30,115942.0,115957.0,115915.5,115925.5,28116,115896.83333333333,115820.33333333333,115801.05555555556,69.52439147611668
2025-09-13 14:30:00+05:30,115925.5,115978.5,115832.5,115858.0,38056,115908.5,115837.25,115817.72222222222,57.387164072994985
2025-09-13 14:45:00+05:30,115859.0,115859.0,115823.5,115823.5,12651,115869.0,115853.33333333333,115820.16666666667,52.03039813156828
2025-09-13 15:00:00+05:30,115823.5,115862.0,115822.0,115862.0,16191,115847.83333333333,115872.33333333333,115829.5,57.17735931722804
2025-09-13 15:15:00+05:30,115862.0,116000.5,115846.5,115981.0,30924,115888.83333333333,115898.66666666667,115854.44444444444,69.02891453818447
2025-09-13 15:30:00+05:30,115981.0,116138.0,115909.5,116085.0,58917,115976.0,115922.5,115894.22222222222,75.78652685475977
2025-09-13 15:45:00+05:30,116086.0,116095.0,115976.0,115976.0,30179,116014.0,115930.91666666667,115919.55555555556,59.96421142429327
2025-09-13 16:00:00+05:30,115976.0,116027.0,115912.0,116008.5,29207,116023.16666666667,115956.0,115940.16666666667,62.64712589246669
2025-09-13 16:15:00+05:30,116007.5,116041.5,115861.0,115895.0,30479,115959.83333333333,115967.91666666667,115934.94444444444,49.32711540391155
2025-09-13 16:30:00+05:30,115894.0,115907.0,115835.5,115842.5,26172,115915.33333333333,115964.66666666667,115925.72222222222,44.30000379252586
2025-09-13 16:45:00+05:30,115843.5,115872.0,115842.5,115867.0,19846,115868.16666666667,115945.66666666667,115926.72222222222,47.197620835898995
2025-09-13 17:00:00+05:30,115866.0,115968.5,115866.0,115945.5,20907,115885.0,115922.41666666667,115940.27777777778,55.714802110957834
2025-09-13 17:15:00+05:30,115944.5,115944.5,115911.5,115925.0,11358,115912.5,115913.91666666667,115947.27777777778,53.13234286375413
2025-09-13 17:30:00+05:30,115925.0,115925.0,115835.5,115836.0,20409,115902.16666666667,115885.16666666667,115931.16666666667,43.1201875505095
2025-09-13 17:45:00+05:30,115836.0,115842.0,115811.5,115834.0,24892,115865.0,115875.0,115903.27777777778,42.91052525429129
2025-09-13 18:00:00+05:30,115835.0,116022.0,115834.0,115988.5,30265,115886.16666666667,115899.33333333333,115904.66666666667,60.17190829735375
2025-09-13 18:15:00+05:30,115987.5,115988.5,115957.5,115959.5,16105,115927.33333333333,115914.75,115899.22222222222,56.47376523575636
2025-09-13 18:30:00+05:30,115959.5,115959.5,115871.0,115872.5,20186,115940.16666666667,115902.58333333333,115896.72222222222,46.56689705704575
2025-09-13 18:45:00+05:30,115873.5,115943.5,115857.5,115919.0,16200,115917.0,115901.58333333333,115905.22222222222,51.78327398130201
2025-09-13 19:00:00+05:30,115919.0,115919.0,115797.5,115800.5,31574,115864.0,115895.66666666667,115897.83333333333,40.23378507963057
2025-09-13 19:15:00+05:30,115799.5,115822.0,115577.5,115718.5,117434,115812.66666666667,115876.41666666667,115872.61111111111,34.1519792865617
2025-09-13 19:30:00+05:30,115717.5,115776.5,115557.5,115651.0,77632,115723.33333333333,115820.16666666667,115842.16666666667,29.86421772524284
2025-09-13 19:45:00+05:30,115652.0,115919.0,115643.0,115861.5,61117,115743.66666666667,115803.83333333333,115845.0,51.68924541153075
2025-09-13 20:00:00+05:30,115862.5,115891.5,115750.5,115820.0,37160,115777.5,115795.08333333333,115843.44444444444,48.2721602994316
2025-09-13 20:15:00+05:30,115820.0,115852.5,115749.5,115762.5,18265,115814.66666666667,115769.0,115818.33333333333,43.658053644457794
2025-09-13 20:30:00+05:30,115761.5,115848.0,115711.5,115818.5,24950,115800.33333333333,115772.0,115802.66666666667,49.12293835322925
2025-09-13 20:45:00+05:30,115818.5,115897.5,115786.0,115786.0,26650,115789.0,115783.25,115793.05555555556,46.126904541306075
2025-09-13 21:00:00+05:30,115787.0,115799.5,115576.5,115712.0,62935,115772.16666666667,115793.41666666667,115770.05555555556,39.75650290040327
2025-09-13 21:15:00+05:30,115712.0,115769.5,115641.0,115732.5,20318,115743.5,115771.91666666667,115762.5,42.30352005026031
2025-09-13 21:30:00+05:30,115732.5,115792.5,115570.5,115609.5,39626,115684.66666666667,115736.83333333333,115750.38888888889,32.72496426564429
2025-09-13 21:45:00+05:30,115610.5,115615.5,115411.5,115511.5,141696,115617.83333333333,115695.0,115734.88888888889,27.086667032660372
2025-09-13 22:00:00+05:30,115511.5,115557.0,115072.5,115402.5,130512,115507.83333333333,115625.66666666667,115683.88888888889,22.181923363647613
2025-09-13 22:15:00+05:30,115402.5,115407.5,115190.0,115299.0,83505,115404.33333333333,115544.5,115626.0,18.509750834825482
2025-09-13 22:30:00+05:30,115298.0,115363.0,115138.5,115191.5,68257,115297.66666666667,115457.75,115562.55555555556,15.44539663065052
2025-09-13 22:45:00+05:30,115192.5,115417.5,115191.5,115348.5,54414,115279.66666666667,115393.75,115510.33333333333,33.88918056241917
2025-09-13 23:00:00+05:30,115348.5,115540.0,115348.0,115479.0,57530,115339.66666666667,115372.0,115476.22222222222,45.32702622064908
2025-09-13 23:15:00+05:30,115477.0,115556.5,115471.5,115530.0,32426,115452.5,115375.08333333333,115456.0,49.28367109714604
2025-09-13 23:30:00+05:30,115531.0,115531.0,115404.5,115404.5,23044,115471.16666666667,115375.41666666667,115419.55555555556,40.882926066698154
